"","Year","Rank","Teams","Conf","WinLoss","AdjustedEM","AdOfE","AdOfER","AdDeE","AdDeER","AdTempo","AdTempoR","Luck","LuckRank","AdSoS","AdSoSR"
"229",2003,"229","Quinnipiac","NEC","16-12","-6.72","99.1","222","105.8","236","71.0","33","+.044","66","-8.87","297"
"230",2003,"230","Tennessee Martin","OVC","10-14","-6.88","100.5","202","107.3","260","69.5","66","+.042","71","-0.98","172"
"231",2003,"231","Georgia Southern","SC","13-13","-6.97","102.2","164","109.2","291","71.6","22","+.081","20","-4.67","243"
"232",2003,"232","North Texas","SB","5-21","-7.31","99.3","217","106.6","246","70.2","50","+.006","147","+5.18","78"
"233",2003,"233","Furman","SC","11-17","-7.37","97.9","244","105.2","227","62.9","296","+.010","138","-3.18","221"
"234",2003,"234","Cal St. Fullerton","BW","10-19","-7.48","101.4","181","108.9","284","59.9","320","-.008","184","-2.38","206"
"235",2003,"235","Colgate","Pat","12-14","-7.72","97.4","251","105.2","223","66.2","198","+.003","156","-7.11","278"
"236",2003,"236","Mississippi Valley St.","SWAC","13-13","-7.83","104.2","130","112.0","312","67.6","139","-.041","271","-10.52","311"
"237",2003,"237","Saint Peter's","MAAC","10-19","-8.03","100.3","204","108.3","277","71.2","30","-.031","251","-3.58","226"
"238",2003,"238","Central Connecticut","NEC","15-13","-8.04","101.1","189","109.2","290","61.6","312","+.024","102","-9.67","308"
"239",2003,"239","St. Francis NY","NEC","14-16","-8.10","100.5","200","108.6","280","70.7","37","-.027","234","-8.75","295"
"240",2003,"240","Cleveland St.","Horz","8-22","-8.12","97.7","248","105.8","235","66.1","200","-.011","192","+2.17","119"
"241",2003,"241","Hampton","MEAC","19-11","-8.14","94.8","275","102.9","177","69.9","58","+.037","74","-13.88","323"
"242",2003,"242","Monmouth","NEC","15-13","-8.15","91.9","298","100.1","127","66.8","174","+.070","31","-7.89","289"
"243",2003,"243","Lamar","Slnd","12-14","-8.57","92.7","292","101.3","147","66.1","199","-.005","175","-7.64","286"
"244",2003,"244","South Carolina St. 16","MEAC","20-11","-8.59","96.4","260","105.0","221","71.7","21","+.115","6","-12.27","318"
"245",2003,"245","Centenary","ind","10-14","-8.60","103.1","151","111.7","306","68.9","84","+.031","90","-3.93","236"
"246",2003,"246","Sacramento St.","BSky","11-17","-8.89","94.1","280","103.0","181","69.2","76","+.070","29","-1.43","180"
"247",2003,"247","Lafayette","Pat","11-16","-8.98","101.3","185","110.3","294","66.4","189","-.004","172","-5.12","250"
"248",2003,"248","UNC Greensboro","SC","6-22","-9.03","97.7","247","106.8","249","67.5","142","-.118","323","-3.04","218"
"249",2003,"249","Prairie View A&M","SWAC","17-12","-9.08","97.4","250","106.5","244","67.3","152","+.127","4","-9.21","301"
"250",2003,"250","Charleston Southern","BSth","12-14","-9.10","94.2","278","103.3","186","65.0","255","-.020","216","-9.57","306"
"251",2003,"251","Southeast Missouri St.","OVC","9-19","-9.22","102.1","168","111.3","304","65.3","244","-.012","193","-1.76","186"
"252",2003,"252","Texas A&M Corpus Chris","ind","11-15","-9.28","99.0","223","108.3","276","72.8","9","+.021","117","-4.88","246"
"253",2003,"253","Youngstown St.","Horz","7-20","-9.31","93.1","290","102.4","170","65.8","216","+.024","106","+0.86","142"
"254",2003,"254","Louisiana Monroe","Slnd","11-16","-9.61","94.4","276","104.0","196","72.7","10","+.013","132","-5.57","259"
"255",2003,"255","Hofstra","CAA","8-21","-9.69","95.0","273","104.7","211","68.3","107","-.031","249","-1.97","191"
"256",2003,"256","St. Francis PA","NEC","14-14","-9.84","94.3","277","104.1","198","69.3","70","+.049","62","-9.67","307"
"257",2003,"257","Alabama St.","SWAC","14-15","-9.95","90.9","303","100.9","141","64.2","275","-.025","229","-10.38","310"
"258",2003,"258","Fordham","A10","2-26","-10.22","97.2","253","107.4","262","69.7","64","-.101","316","+4.69","87"
"259",2003,"259","Buffalo","MAC","5-23","-10.33","95.4","271","105.8","232","66.8","175","-.127","326","-0.38","157"
"260",2003,"260","Texas Southern 16","SWAC","18-13","-10.45","98.3","238","108.7","281","68.4","104","+.037","75","-12.97","321"
"261",2003,"261","Coastal Carolina","BSth","11-15","-10.47","98.4","235","108.8","283","65.3","241","-.019","214","-9.24","303"
"262",2003,"262","Southeastern Louisiana","Slnd","9-16","-10.54","95.7","266","106.2","242","65.9","210","+.024","103","-4.77","245"
"263",2003,"263","Jacksonville","ASun","12-16","-10.57","93.4","286","104.0","193","66.3","194","+.031","89","-5.85","264"
"264",2003,"264","Delaware St.","MEAC","15-12","-10.69","98.1","242","108.7","282","59.2","322","+.068","33","-11.54","314"
"265",2003,"265","Southern Utah","MCon","9-17","-10.77","101.2","188","111.9","311","64.2","278","+.005","149","-3.86","235"
"266",2003,"266","Indiana St.","MVC","7-24","-10.79","90.9","304","101.7","155","62.1","305","-.028","238","+2.49","115"
"267",2003,"267","Jackson St.","SWAC","10-18","-10.84","94.0","281","104.9","216","71.9","18","-.034","260","-7.69","288"
"268",2003,"268","UC Riverside","BW","5-18","-10.94","98.8","227","109.8","292","67.5","146","+.023","109","+0.75","143"
"269",2003,"269","Eastern Kentucky","OVC","7-17","-10.97","99.5","213","110.4","297","71.3","26","-.033","259","-3.62","228"
"270",2003,"270","Florida A&M","MEAC","17-12","-10.99","98.1","240","109.1","288","67.5","145","+.081","18","-13.95","324"
"271",2003,"271","Stony Brook","AE","11-15","-11.06","95.5","269","106.6","245","65.2","248","+.044","67","-6.94","275"
"272",2003,"272","IPFW","ind","9-20","-11.14","95.8","264","106.9","252","68.6","94","+.057","46","-1.20","177"
"273",2003,"273","William & Mary","CAA","12-16","-11.16","100.7","195","111.9","310","62.0","309","+.060","44","-5.86","265"
"274",2003,"274","UMKC","MCon","9-20","-11.32","101.8","170","113.1","316","64.7","267","+.005","153","-2.90","215"
"275",2003,"275","Portland St.","BSky","4-21","-11.46","87.2","319","98.7","98","65.5","238","-.047","277","+0.50","145"
"276",2003,"276","Howard","MEAC","13-17","-11.57","97.6","249","109.2","289","69.8","61","-.080","305","-12.24","317"
"277",2003,"277","Gardner Webb","ASun","4-24","-11.64","90.7","305","102.3","169","70.8","36","-.065","295","-2.04","197"
"278",2003,"278","Alcorn St.","SWAC","14-19","-11.79","92.5","294","104.3","202","70.5","43","+.026","95","-8.22","292"
"279",2003,"279","Fairleigh Dickinson","NEC","15-14","-11.82","97.2","254","109.0","286","68.0","120","+.065","36","-11.17","312"
"280",2003,"280","San Jose St.","WAC","5-21","-11.83","96.1","262","107.9","268","65.2","245","+.013","130","+0.23","148"
"281",2003,"281","Western Carolina","SC","6-18","-11.94","98.8","228","110.7","300","67.3","151","-.022","221","-3.18","220"
"282",2003,"282","UTSA","Slnd","9-17","-12.02","93.8","284","105.8","234","69.7","63","+.032","86","-4.17","239"
"283",2003,"283","UNC Asheville 16","BSth","14-17","-12.35","101.2","187","113.5","319","68.0","118","+.119","5","-6.45","272"
"284",2003,"284","Dartmouth","Ivy","8-19","-12.45","95.6","267","108.1","271","60.5","316","-.058","288","-5.25","255"
"285",2003,"285","Robert Morris","NEC","9-17","-12.74","103.6","138","116.3","323","65.0","254","-.044","273","-9.44","304"
"286",2003,"286","LIU Brooklyn","NEC","9-19","-12.85","97.8","245","110.7","298","73.2","6","-.040","268","-7.08","277"
"287",2003,"287","Coppin St.","MEAC","11-17","-13.18","94.2","279","107.4","261","59.5","321","+.002","161","-8.16","291"
"288",2003,"288","Florida Atlantic","ASun","6-21","-13.37","92.1","297","105.4","228","72.1","15","-.032","252","-2.67","212"
"289",2003,"289","VMI","SC","8-19","-14.10","91.5","299","105.6","229","65.6","231","+.028","93","-3.60","227"
"290",2003,"290","Navy","Pat","7-19","-14.11","90.5","307","104.7","208","65.6","232","-.030","244","-5.04","249"
"291",2003,"291","The Citadel","SC","4-20","-14.22","89.8","311","104.0","195","66.1","201","-.079","303","-3.52","225"
"292",2003,"292","Elon","BSth","10-15","-14.35","93.0","291","107.3","259","63.2","294","+.061","41","-8.04","290"
"293",2003,"293","Cornell","Ivy","8-18","-15.11","92.5","293","107.6","264","64.9","261","+.042","72","-3.78","233"
"294",2003,"294","Norfolk St.","MEAC","14-15","-15.22","88.1","316","103.4","187","65.7","218","+.022","114","-15.27","327"
"295",2003,"295","Long Beach St.","BW","4-22","-15.41","96.9","257","112.3","313","65.6","227","-.021","218","-0.49","159"
"296",2003,"296","UTEP","WAC","5-24","-15.62","93.4","287","109.0","285","66.3","195","-.032","254","-0.68","163"
"297",2003,"297","Liberty","BSth","14-15","-15.63","89.0","314","104.6","206","68.5","99","+.107","8","-11.73","315"
"298",2003,"298","Grambling St.","SWAC","10-18","-16.05","95.7","265","111.8","308","71.9","17","+.040","73","-7.58","285"
"299",2003,"299","Mount St. Mary's","NEC","11-16","-16.16","90.5","306","106.7","248","64.2","276","+.103","10","-8.97","298"
"300",2003,"300","Lipscomb","ind","6-19","-16.28","98.8","226","115.1","321","69.9","57","-.116","322","-9.16","300"
"301",2003,"301","Stetson","ASun","6-20","-16.30","95.5","270","111.8","307","71.9","16","-.013","197","-5.36","257"
"302",2003,"302","Texas Pan American","ind","6-20","-16.39","89.5","312","105.9","239","64.8","265","-.029","240","-6.04","267"
"303",2003,"303","Sacred Heart","NEC","7-21","-16.77","93.9","283","110.7","299","69.9","55","-.003","168","-7.57","284"
"304",2003,"304","UMBC","NEC","7-20","-16.78","90.0","309","106.8","250","64.9","260","-.057","286","-8.78","296"
"305",2003,"305","Northwestern St.","Slnd","6-21","-16.93","85.2","322","102.1","166","70.6","42","+.001","164","-6.04","266"
"306",2003,"306","Western Illinois","MCon","5-21","-17.26","93.5","285","110.7","301","67.0","167","+.050","56","-2.08","200"
"307",2003,"307","High Point","BSth","7-20","-17.75","95.6","268","113.4","318","68.2","111","-.030","245","-9.47","305"
"308",2003,"308","Chicago St.","MCon","3-27","-18.22","93.2","288","111.4","305","65.7","220","-.037","265","-2.20","202"
"309",2003,"309","Alabama A&M","SWAC","7-18","-18.25","90.0","310","108.2","275","72.3","13","-.087","308","-13.35","322"
"310",2003,"310","New Hampshire","AE","5-23","-18.50","94.0","282","112.5","314","70.4","45","-.037","263","-5.14","252"
"311",2003,"311","Albany","AE","7-21","-18.51","94.8","274","113.3","317","65.9","209","+.050","59","-6.11","268"
"312",2003,"312","Southern","SWAC","7-19","-18.97","90.1","308","109.0","287","69.0","81","-.108","319","-14.06","325"
"313",2003,"313","Radford","BSth","10-20","-19.59","88.6","315","108.2","274","68.5","98","+.067","34","-8.55","294"
"314",2003,"314","Bethune Cookman","MEAC","8-22","-22.40","89.4","313","111.8","309","67.1","163","-.018","211","-12.93","320"
"315",2003,"315","Loyola MD","MAAC","4-24","-22.70","87.7","317","110.4","295","63.9","283","+.001","163","-4.92","248"
"316",2003,"316","Columbia","Ivy","2-25","-22.93","82.7","325","105.7","230","60.0","318","-.032","256","-4.01","237"
"317",2003,"317","Towson","CAA","4-24","-23.81","84.6","323","108.4","278","66.4","190","-.015","206","-3.46","223"
"318",2003,"318","Campbell","ASun","4-22","-24.53","92.2","295","116.7","324","66.4","187","-.012","195","-7.22","279"
"319",2003,"319","Maryland Eastern Shore","MEAC","5-23","-24.66","91.4","300","116.1","322","64.0","282","-.055","285","-12.78","319"
"320",2003,"320","Morgan St.","MEAC","7-22","-25.36","92.1","296","117.4","325","68.7","88","-.018","212","-14.73","326"
"321",2003,"321","Nicholls St.","Slnd","1-25","-25.55","87.5","318","113.0","315","62.1","307","-.082","307","-3.85","234"
"322",2003,"322","Arkansas Pine Bluff","SWAC","4-24","-25.62","77.2","327","102.9","174","67.7","128","+.014","128","-4.44","242"
"323",2003,"323","Army","Pat","3-22","-25.67","85.6","321","111.3","303","62.2","303","+.026","97","-6.28","269"
"324",2003,"324","Savannah St.","ind","3-23","-26.95","78.2","326","105.2","224","73.2","7","-.003","167","-7.01","276"
"325",2003,"325","Morris Brown","ind","4-20","-27.55","86.9","320","114.4","320","65.4","240","+.003","158","-9.23","302"
"326",2003,"326","Tennessee St.","OVC","1-24","-27.80","91.0","302","118.8","326","75.7","2","-.008","183","-2.94","217"
"327",2003,"327","North Carolina A&T","MEAC","1-25","-35.37","84.1","324","119.4","327","68.7","92","-.013","198","-9.84","309"
"328",2004,"1","Duke 1","ACC","31-6","+32.33","120.8","2","88.5","3","67.7","94","-.028","232","+12.59","7"
"329",2004,"2","Connecticut 2","BE","33-6","+28.30","117.8","9","89.5","6","68.2","75","+.012","140","+8.93","18"
"330",2004,"3","Saint Joseph's 1","A10","30-2","+27.66","118.9","5","91.2","12","66.1","148","+.060","42","+6.99","40"
"331",2004,"4","Oklahoma St. 2","B12","31-4","+27.37","118.5","6","91.1","11","64.8","203","+.029","92","+7.56","31"
"332",2004,"5","Pittsburgh 3","BE","31-5","+25.91","114.1","20","88.2","2","59.7","314","-.028","235","+5.97","56"
"333",2004,"6","Wisconsin 6","B10","25-7","+25.74","116.0","14","90.3","8","60.7","310","-.001","174","+8.34","23"
"334",2004,"7","Gonzaga 2","WCC","28-3","+25.34","120.8","3","95.5","36","66.6","128","+.013","136","+3.28","105"
"335",2004,"8","Georgia Tech 3","ACC","28-10","+24.69","113.5","28","88.8","4","69.1","49","+.008","148","+13.74","3"
"336",2004,"9","North Carolina St. 3","ACC","21-10","+23.98","119.1","4","95.1","33","62.1","292","-.072","298","+12.81","6"
"337",2004,"10","Kentucky 1","SEC","27-5","+23.35","113.5","26","90.1","7","66.1","151","+.031","87","+8.97","16"
"338",2004,"11","North Carolina 6","ACC","19-11","+23.23","117.4","10","94.1","23","70.9","16","-.091","311","+13.85","2"
"339",2004,"12","Stanford 1","P10","30-2","+22.52","111.9","42","89.3","5","64.5","212","+.051","56","+3.76","99"
"340",2004,"13","Illinois 5","B10","26-7","+22.11","117.8","8","95.7","39","63.5","252","+.055","47","+8.13","26"
"341",2004,"14","Mississippi St. 2","SEC","26-4","+21.74","114.7","18","92.9","17","68.1","82","+.021","114","+6.38","48"
"342",2004,"15","Wake Forest 4","ACC","21-10","+21.69","121.6","1","99.9","102","70.4","23","-.019","216","+13.52","4"
"343",2004,"16","Cincinnati 4","CUSA","25-7","+21.56","116.1","13","94.5","26","66.7","127","+.003","163","+5.62","66"
"344",2004,"17","Texas 3","B12","25-8","+21.54","115.6","16","94.1","22","64.7","206","+.038","72","+9.27","14"
"345",2004,"18","Kansas 4","B12","24-9","+20.89","112.3","38","91.4","13","69.4","40","+.017","125","+10.39","11"
"346",2004,"19","Louisville 10","CUSA","20-10","+20.44","107.1","94","86.6","1","67.4","106","-.079","303","+7.09","39"
"347",2004,"20","Nevada 10","WAC","25-9","+20.27","112.3","39","92.0","15","68.7","58","-.039","251","+7.09","38"
"348",2004,"21","Xavier 7","A10","26-11","+20.16","113.8","21","93.6","20","64.1","230","-.022","219","+7.19","36"
"349",2004,"22","Maryland 4","ACC","20-12","+19.81","110.9","52","91.1","10","71.1","12","-.009","189","+14.09","1"
"350",2004,"23","Vanderbilt 6","SEC","23-10","+18.64","113.6","23","95.0","30","65.0","193","-.002","176","+7.87","28"
"351",2004,"24","Providence 5","BE","20-9","+18.32","112.3","40","93.9","21","65.0","196","+.003","165","+8.80","21"
"352",2004,"25","Florida 5","SEC","20-11","+18.26","116.9","12","98.6","78","65.9","162","-.023","222","+9.60","13"
"353",2004,"26","Florida St.","ACC","19-14","+17.48","109.0","74","91.5","14","64.3","221","-.090","310","+10.38","12"
"354",2004,"27","Seton Hall 8","BE","21-10","+17.35","112.3","37","95.0","31","65.4","180","-.004","178","+7.85","29"
"355",2004,"28","Texas Tech 8","B12","23-11","+17.11","111.4","46","94.3","24","66.7","126","+.010","143","+8.29","24"
"356",2004,"29","Alabama 8","SEC","20-13","+16.50","114.7","17","98.2","67","64.7","207","+.004","161","+11.20","8"
"357",2004,"30","Syracuse 5","BE","23-8","+16.34","113.1","31","96.7","50","65.7","169","+.086","19","+7.88","27"
"358",2004,"31","Western Michigan 11","MAC","26-5","+16.29","114.3","19","98.0","64","65.6","173","+.037","74","-0.63","175"
"359",2004,"32","Arizona 9","P10","20-10","+16.18","118.5","7","102.3","151","73.0","6","-.072","296","+5.72","63"
"360",2004,"33","Memphis 7","CUSA","22-8","+16.17","111.8","43","95.6","37","66.6","131","+.012","137","+5.55","69"
"361",2004,"34","Michigan St. 7","B10","18-12","+15.66","117.2","11","101.5","129","64.0","232","-.014","198","+8.92","19"
"362",2004,"35","BYU 12","MWC","21-9","+15.64","113.0","32","97.4","59","65.9","160","+.020","116","+7.13","37"
"363",2004,"36","Air Force 11","MWC","22-7","+15.42","111.4","47","96.0","43","51.9","326","+.025","101","+0.58","143"
"364",2004,"37","Boston College 6","BE","24-10","+15.42","110.5","55","95.1","34","62.6","282","+.045","64","+7.21","35"
"365",2004,"38","Richmond 11","A10","20-13","+15.07","105.9","109","90.9","9","62.7","281","-.060","281","+6.95","41"
"366",2004,"39","South Carolina 10","SEC","23-11","+15.02","109.7","64","94.7","28","65.5","176","-.000","172","+6.15","54"
"367",2004,"40","Nebraska","B12","18-13","+14.86","113.6","24","98.7","80","62.1","293","-.093","312","+4.56","86"
"368",2004,"41","UTEP 13","WAC","24-8","+14.69","112.5","36","97.8","61","68.2","76","+.046","61","+4.31","92"
"369",2004,"42","Southern Illinois 9","MVC","25-5","+14.33","109.1","70","94.8","29","65.2","188","+.046","62","+2.54","113"
"370",2004,"43","Charlotte 9","CUSA","21-9","+14.25","112.7","34","98.5","73","69.7","33","+.015","131","+5.72","64"
"371",2004,"44","Michigan","B10","23-11","+14.14","107.4","91","93.3","19","66.4","138","+.018","122","+5.50","70"
"372",2004,"45","Utah 11","MWC","24-9","+14.13","110.1","60","96.0","42","58.8","317","+.064","36","+4.45","87"
"373",2004,"46","UAB 9","CUSA","22-10","+13.63","108.1","79","94.5","25","70.7","20","+.019","120","+5.34","75"
"374",2004,"47","Utah St.","BW","25-4","+13.60","115.9","15","102.3","149","58.2","322","+.037","77","-3.05","224"
"375",2004,"48","Manhattan 12","MAAC","25-6","+13.38","109.1","71","95.7","38","65.0","194","+.012","139","-1.77","193"
"376",2004,"49","Boise St.","WAC","23-10","+13.13","109.6","65","96.5","47","66.7","125","+.028","95","+4.87","83"
"377",2004,"50","George Washington","A10","18-12","+13.08","112.6","35","99.5","94","68.3","69","-.032","239","+5.32","76"
"378",2004,"51","Missouri","B12","16-14","+13.08","113.5","27","100.4","109","65.6","170","-.020","217","+10.44","10"
